TimeStamp,ma_feature,close,ask,bid,Position,Cash,NetValue,Action
2025-05-20 15:30:00,,34.1,34.12,34.09,0,0.0,0.0,No signal
2025-05-20 15:31:00,,34.1,34.11,34.09,0,0.0,0.0,No signal
2025-05-20 15:32:00,,34.03,34.04,34.02,0,0.0,0.0,No signal
2025-05-20 15:33:00,,34.07,34.08,34.04,0,0.0,0.0,No signal
2025-05-20 15:34:00,,34.15,34.15,34.13,0,0.0,0.0,No signal
2025-05-20 15:35:00,,34.22,34.22,34.2,0,0.0,0.0,No signal
2025-05-20 15:36:00,,34.15,34.17,34.15,0,0.0,0.0,No signal
2025-05-20 15:37:00,,34.2,34.2,34.18,0,0.0,0.0,No signal
2025-05-20 15:38:00,,34.16,34.17,34.15,0,0.0,0.0,No signal
2025-05-20 15:39:00,,34.19,34.2,34.18,0,0.0,0.0,No signal
2025-05-20 15:40:00,,34.13,34.14,34.13,0,0.0,0.0,No signal
2025-05-20 15:41:00,,34.1,34.1,34.08,0,0.0,0.0,No signal
2025-05-20 15:42:00,,34.15,34.16,34.15,0,0.0,0.0,No signal
2025-05-20 15:43:00,,34.29,34.29,34.27,0,0.0,0.0,No signal
2025-05-20 15:44:00,,34.26,34.27,34.25,0,0.0,0.0,No signal
2025-05-20 15:45:00,,34.25,34.25,34.23,0,0.0,0.0,No signal
2025-05-20 15:46:00,,34.25,34.26,34.24,0,0.0,0.0,No signal
2025-05-20 15:47:00,,34.25,34.25,34.24,0,0.0,0.0,No signal
2025-05-20 15:48:00,,34.23,34.23,34.22,0,0.0,0.0,No signal
2025-05-20 15:49:00,,34.28,34.29,34.27,0,0.0,0.0,No signal
2025-05-20 15:50:00,,34.29,34.3,34.29,0,0.0,0.0,No signal
2025-05-20 15:51:00,,34.35,34.35,34.34,0,0.0,0.0,No signal
2025-05-20 15:52:00,0.10173086915507668,34.35,34.36,34.35,0,0.0,0.0,Hold
2025-05-20 15:53:00,0.10947677173294323,34.37,34.38,34.37,0,0.0,0.0,Hold
2025-05-20 15:54:00,0.11742038899361518,34.39,34.39,34.38,0,0.0,0.0,Hold
2025-05-20 15:55:00,0.11919243947962599,34.37,34.38,34.37,0,0.0,0.0,Hold
2025-05-20 15:56:00,0.1223089656348364,34.39,34.39,34.38,0,0.0,0.0,Hold
2025-05-20 15:57:00,0.11837400218607996,34.36,34.36,34.35,0,0.0,0.0,Hold
2025-05-20 15:58:00,0.11506357754617369,34.37,34.38,34.36,0,0.0,0.0,Hold
2025-05-20 15:59:00,0.10708232102262372,34.35,34.37,34.36,0,0.0,0.0,Hold
2025-05-20 16:00:00,0.10106735356396968,34.36,34.36,34.35,0,0.0,0.0,Hold
2025-05-20 16:01:00,0.09457025897658156,34.36,34.37,34.36,0,0.0,0.0,Hold
2025-05-20 16:02:00,0.08683021188991802,34.37,34.38,34.37,0,0.0,0.0,Hold
2025-05-20 16:03:00,0.08273987033417995,34.39,34.4,34.39,0,0.0,0.0,Hold
2025-05-20 16:04:00,0.07566595451584135,34.36,34.36,34.35,0,0.0,0.0,Hold
2025-05-20 16:05:00,0.07687820520992972,34.4,34.4,34.39,0,0.0,0.0,Hold
2025-05-20 16:06:00,0.07593065274750899,34.41,34.42,34.41,0,0.0,0.0,Hold
2025-05-20 16:07:00,0.06930689770251064,34.37,34.37,34.36,0,0.0,0.0,Hold
2025-05-20 16:08:00,0.06597837084751035,34.4,34.41,34.4,0,0.0,0.0,Hold
2025-05-20 16:09:00,0.06577018220857411,34.42,34.44,34.42,0,0.0,0.0,Hold
2025-05-20 16:10:00,0.06517560362518537,34.44,34.44,34.43,0,0.0,0.0,Hold
2025-05-20 16:11:00,0.055870948420604805,34.4,34.41,34.4,0,0.0,0.0,Hold
2025-05-20 16:12:00,0.0481065335562505,34.4,34.41,34.4,0,0.0,0.0,Hold
2025-05-20 16:13:00,0.04490534563693416,34.4,34.41,34.4,0,0.0,0.0,Hold
2025-05-20 16:14:00,0.03616497976354083,34.37,34.37,34.36,0,0.0,0.0,Hold
2025-05-20 16:15:00,0.03246831677623163,34.4,34.4,34.39,0,0.0,0.0,Hold
2025-05-20 16:16:00,0.02556498645327565,34.38,34.39,34.38,0,0.0,0.0,Hold
2025-05-20 16:17:00,0.019128928310252036,34.38,34.39,34.38,0,0.0,0.0,Hold
2025-05-20 16:18:00,0.012408517102329597,34.38,34.39,34.38,0,0.0,0.0,Hold
2025-05-20 16:19:00,0.007667574598869464,34.38,34.39,34.38,0,0.0,0.0,Hold
2025-05-20 16:20:00,0.0020310458839176704,34.37,34.38,34.37,0,0.0,0.0,Hold
2025-05-20 16:21:00,-0.002550356398003828,34.36,34.36,34.35,0,0.0,0.0,Hold
2025-05-20 16:22:00,-0.007844230992311907,34.35,34.36,34.35,0,0.0,0.0,Hold
2025-05-20 16:23:00,-0.014478613236136084,34.33,34.34,34.33,0,0.0,0.0,Hold
2025-05-20 16:24:00,-0.01899765325381253,34.33,34.33,34.32,0,0.0,0.0,Hold
2025-05-20 16:25:00,-0.025967776904636253,34.31,34.31,34.3,0,0.0,0.0,Hold
2025-05-20 16:26:00,-0.03360999928560915,34.29,34.3,34.29,0,0.0,0.0,Hold
2025-05-20 16:27:00,-0.04025666608217904,34.29,34.3,34.29,0,0.0,0.0,Hold
2025-05-20 16:28:00,-0.04642212073390084,34.28,34.28,34.27,0,0.0,0.0,Hold
2025-05-20 16:29:00,-0.05010294726713482,34.29,34.3,34.29,0,0.0,0.0,Hold
2025-05-20 16:30:00,-0.052417562915536564,34.29,34.29,34.28,0,0.0,0.0,Hold
2025-05-20 16:31:00,-0.053887096930886,34.29,34.3,34.29,0,0.0,0.0,Hold
2025-05-20 16:32:00,-0.05136217021618705,34.31,34.32,34.31,0,0.0,0.0,Hold
2025-05-20 16:33:00,-0.04826601805566355,34.31,34.31,34.3,0,0.0,0.0,Hold
2025-05-20 16:34:00,-0.04921765113645904,34.29,34.3,34.29,0,0.0,0.0,Hold
2025-05-20 16:35:00,-0.057147775172261106,34.23,34.24,34.23,0,0.0,0.0,Hold
2025-05-20 16:36:00,-0.06375727059548808,34.22,34.23,34.22,0,0.0,0.0,Hold
2025-05-20 16:37:00,-0.06192261533570331,34.27,34.27,34.26,0,0.0,0.0,Hold
2025-05-20 16:38:00,-0.057330624668601615,34.28,34.28,34.27,0,0.0,0.0,Hold
2025-05-20 16:39:00,-0.04920990503188705,34.3,34.3,34.29,0,0.0,0.0,Hold
2025-05-20 16:40:00,-0.0426565889654853,34.29,34.29,34.28,0,0.0,0.0,Hold
2025-05-20 16:41:00,-0.03920387582024887,34.28,34.28,34.27,0,0.0,0.0,Hold
2025-05-20 16:42:00,-0.040106201428692145,34.25,34.25,34.24,0,0.0,0.0,Hold
2025-05-20 16:43:00,-0.041420225411350486,34.24,34.24,34.23,0,0.0,0.0,Hold
2025-05-20 16:44:00,-0.03955594200323276,34.26,34.26,34.25,0,0.0,0.0,Hold
2025-05-20 16:45:00,-0.03636395254809344,34.26,34.26,34.25,0,0.0,0.0,Hold
2025-05-20 16:46:00,-0.03357050663026229,34.26,34.26,34.25,0,0.0,0.0,Hold
2025-05-20 16:47:00,-0.03204253572778981,34.25,34.26,34.25,0,0.0,0.0,Hold
2025-05-20 16:48:00,-0.0344590443833539,34.22,34.23,34.22,0,0.0,0.0,Hold
2025-05-20 16:49:00,-0.03546649085910758,34.22,34.23,34.22,0,0.0,0.0,Hold
2025-05-20 16:50:00,-0.035654401612006836,34.22,34.22,34.21,0,0.0,0.0,Hold
2025-05-20 16:51:00,-0.03374754071285224,34.23,34.23,34.22,0,0.0,0.0,Hold
2025-05-20 16:52:00,-0.030247987855965164,34.24,34.24,34.23,0,0.0,0.0,Hold
2025-05-20 16:53:00,-0.027384717336708775,34.24,34.25,34.24,0,0.0,0.0,Hold
2025-05-20 16:54:00,-0.02152688994215879,34.26,34.27,34.26,0,0.0,0.0,Hold
2025-05-20 16:55:00,-0.01549169783145743,34.27,34.28,34.27,0,0.0,0.0,Hold
2025-05-20 16:56:00,-0.006523510346958972,34.3,34.3,34.29,0,0.0,0.0,Hold
2025-05-20 16:57:00,0.00223834001915435,34.31,34.33,34.32,1,-34.33,-0.00999999999999801,Buy
2025-05-20 16:58:00,0.010437429712645496,34.32,34.32,34.31,1,-34.33,-0.01999999999999602,Hold
