trial,min_prof_thr,max_down_prop,gain_tightfact,tau_time,tau_dur,thresh_mode,reset_peak,rsi_min_thresh,rsi_max_thresh,vol_thresh,adx_thresh,atr_mult,vwap_atr_mult,buy_factor,sell_factor,trailstop_pct,avg_daily_pnl
422,0.01315,0.01179,0.05008,15.0047,20.32582,median_nonzero,0,3,109,0.16482,7.59845,1.1296,-3.46141,0.06634,0.03564,8.26514,96393154020.37602
415,0.0117,0.01174,0.06086,15.00937,20.99287,median_nonzero,0,4,113,0.1437,8.82804,0.96809,-3.74354,0.08498,0.03083,9.84919,93274882659.00015
400,0.01166,0.01001,0.05643,15.24086,18.68696,median_nonzero,0,3,109,0.1544,7.84014,1.03687,-3.91358,0.07579,0.0227,8.49692,92825706090.2789
326,0.01004,0.0101,0.06667,15.01562,39.44561,median_nonzero,0,3,110,0.15764,8.16556,1.2026,-3.64109,0.07739,0.01781,9.41799,89643960812.16849
283,0.0116,0.01014,0.06083,15.17364,38.97273,median_nonzero,0,2,111,0.09751,6.27973,1.98618,-4.16613,0.05775,0.01009,8.16299,89036747599.517
338,0.01176,0.01282,0.06372,15.01197,39.41575,median_nonzero,0,3,110,0.14885,8.03521,1.32359,-3.47873,0.07199,0.01667,9.18625,88615800611.96817
378,0.01311,0.01324,0.04534,15.00584,39.24978,median_nonzero,0,3,113,0.16312,7.91353,0.9465,-4.04595,0.06924,0.03037,9.17983,88562815536.51549
290,0.01224,0.01002,0.05999,15.1209,38.76339,median_nonzero,0,2,114,0.10839,6.26907,1.9949,-4.38497,0.06322,0.01027,8.3417,88430211255.21272
362,0.01009,0.01006,0.05928,15.00027,37.98071,median_nonzero,0,3,113,0.13621,8.34855,1.89806,-3.56079,0.07892,0.02417,8.44622,87663644769.03677
293,0.01042,0.01049,0.05846,15.00982,39.89687,median_nonzero,0,3,110,0.13624,7.72451,1.99948,-4.1279,0.07755,0.01074,8.39287,87564748151.18552
204,0.02689,0.03156,0.01125,15.00621,32.80394,median_nonzero,0,2,105,0.04894,4.59933,1.68616,-4.94804,0.08176,0.03332,5.66834,87483645267.9716
387,0.01499,0.01556,0.04448,15.00123,38.61015,median_nonzero,0,3,111,0.14992,8.30419,0.95237,-3.60941,0.09991,0.01,8.1872,87463367790.51071
298,0.0101,0.01052,0.05841,15.00098,38.85855,median_nonzero,0,3,110,0.13742,7.50754,1.9986,-3.83623,0.07876,0.01638,8.81559,87226083368.63348
274,0.01177,0.01274,0.02046,15.18249,36.76055,median_nonzero,0,2,113,0.10253,5.87878,1.8784,-4.74713,0.05836,0.0104,7.04822,87224997937.94945
351,0.0141,0.01007,0.05968,15.00386,38.56249,median_nonzero,0,3,107,0.17817,7.96586,1.34178,-3.14067,0.0782,0.0278,8.85053,87204580492.17038
309,0.0119,0.01034,0.05929,15.0122,39.35617,median_nonzero,0,3,109,0.13705,7.91356,1.94468,-3.67014,0.07596,0.02447,9.0712,87038362636.67633
308,0.01001,0.01014,0.05936,15.04377,39.33948,median_nonzero,0,3,110,0.13538,7.92699,1.94687,-3.65448,0.07528,0.01866,8.84777,86890409663.48634
370,0.0101,0.01347,0.05305,15.0034,38.59574,median_nonzero,0,3,110,0.14446,6.95241,0.93575,-3.82209,0.09621,0.02392,8.96101,86790332218.87639
382,0.01277,0.01181,0.05907,15.00691,37.46346,median_nonzero,0,4,115,0.14871,7.96056,1.10798,-4.02744,0.09378,0.01014,9.4109,86745979331.2012
297,0.01029,0.01033,0.05806,15.00473,38.8484,median_nonzero,0,3,110,0.14138,7.1878,1.99275,-3.82585,0.07889,0.01797,8.82115,86637496221.40392
305,0.01061,0.01017,0.05732,15.01721,39.08344,median_nonzero,0,3,110,0.14043,8.15067,1.94495,-3.81774,0.08021,0.01744,9.86363,86573517207.44673
302,0.01003,0.01015,0.0573,15.00637,38.86101,median_nonzero,0,3,110,0.14134,7.97212,1.95701,-3.68075,0.07859,0.01773,9.35912,86570085412.17598
320,0.01309,0.01156,0.05848,15.02161,38.70197,median_nonzero,0,3,109,0.13809,7.43144,1.94079,-3.55945,0.07397,0.01817,9.05602,86488051501.40341
299,0.01054,0.01039,0.05994,15.00006,38.87539,median_nonzero,0,3,110,0.15565,7.97897,1.99277,-3.71845,0.07914,0.01735,9.21008,86400777198.70567
327,0.01509,0.01013,0.06363,15.02219,39.09017,median_nonzero,0,3,109,0.15604,7.41236,1.95727,-3.58947,0.07917,0.01663,9.67265,86361691710.62582
301,0.01005,0.01007,0.05735,15.0301,38.74429,median_nonzero,0,3,110,0.13813,7.97525,1.99083,-3.57508,0.07988,0.01729,9.25874,86340259337.4973
295,0.01007,0.0102,0.05708,15.04244,39.00151,median_nonzero,0,3,110,0.13989,6.2621,1.99923,-3.82747,0.07954,0.01026,9.03104,86339660397.46507
323,0.01162,0.01023,0.05702,15.0084,38.29855,median_nonzero,0,3,108,0.14837,7.6365,1.91631,-3.76566,0.08583,0.01794,8.56739,86283562889.57047
315,0.01282,0.0101,0.05942,15.02062,38.84659,median_nonzero,0,3,109,0.1432,7.21471,1.9371,-3.548,0.08344,0.01792,9.11249,86264941865.81436
203,0.02406,0.03149,0.01137,15.01305,32.05159,median_nonzero,0,2,105,0.0495,4.62081,1.68208,-4.9669,0.08137,0.04184,5.53655,86253939174.35724
304,0.01015,0.01026,0.05767,15.02809,39.18183,median_nonzero,0,3,110,0.13319,8.22917,1.95118,-3.7294,0.07654,0.0285,9.06118,86146337342.36815
390,0.01467,0.0117,0.05265,15.21055,39.48228,median_nonzero,0,3,111,0.14787,8.15809,0.97288,-4.069,0.06834,0.01133,8.40281,85973152856.23146
398,0.01297,0.01289,0.06949,15.19904,36.83929,median_nonzero,0,4,111,0.14083,7.62747,0.52936,-3.33049,0.06839,0.01692,8.96332,85935819169.8784
